date,country,admin1,market,commodity,unit,currency,price,source
2023-03-01,Cambodia,Battambang,Battambang,Fish (snakehead),kg,KHR,16563.0,Synthetic Cambodia food price series
2023-04-01,Cambodia,Battambang,Battambang,Fish (snakehead),kg,KHR,16395.0,Synthetic Cambodia food price series
2023-05-01,Cambodia,Battambang,Battambang,Fish (snakehead),kg,KHR,16678.0,Synthetic Cambodia food price series
2023-06-01,Cambodia,Battambang,Battambang,Fish (snakehead),kg,KHR,16305.0,Synthetic Cambodia food price series
2023-07-01,Cambodia,Battambang,Battambang,Fish (snakehead),kg,KHR,15882.0,Synthetic Cambodia food price series
2023-08-01,Cambodia,Battambang,Battambang,Fish (snakehead),kg,KHR,15682.0,Synthetic Cambodia food price series
2023-09-01,Cambodia,Battambang,Battambang,Fish (snakehead),kg,KHR,15828.0,Synthetic Cambodia food price series
2023-10-01,Cambodia,Battambang,Battambang,Fish (snakehead),kg,KHR,15808.0,Synthetic Cambodia food price series
2023-11-01,Cambodia,Battambang,Battambang,Fish (snakehead),kg,KHR,15501.0,Synthetic Cambodia food price series
2023-12-01,Cambodia,Battambang,Battambang,Fish (snakehead),kg,KHR,15836.0,Synthetic Cambodia food price series
2024-01-01,Cambodia,Battambang,Battambang,Fish (snakehead),kg,KHR,16457.0,Synthetic Cambodia food price series
2024-02-01,Cambodia,Battambang,Battambang,Fish (snakehead),kg,KHR,16440.0,Synthetic Cambodia food price series
2024-03-01,Cambodia,Battambang,Battambang,Fish (snakehead),kg,KHR,17026.0,Synthetic Cambodia food price series
2024-04-01,Cambodia,Battambang,Battambang,Fish (snakehead),kg,KHR,17096.0,Synthetic Cambodia food price series
2024-05-01,Cambodia,Battambang,Battambang,Fish (snakehead),kg,KHR,17126.0,Synthetic Cambodia food price series
2024-06-01,Cambodia,Battambang,Battambang,Fish (snakehead),kg,KHR,16649.0,Synthetic Cambodia food price series
2024-07-01,Cambodia,Battambang,Battambang,Fish (snakehead),kg,KHR,16159.0,Synthetic Cambodia food price series
2024-08-01,Cambodia,Battambang,Battambang,Fish (snakehead),kg,KHR,15728.0,Synthetic Cambodia food price series
2024-09-01,Cambodia,Battambang,Battambang,Fish (snakehead),kg,KHR,15719.0,Synthetic Cambodia food price series
2024-10-01,Cambodia,Battambang,Battambang,Fish (snakehead),kg,KHR,15815.0,Synthetic Cambodia food price series
2024-11-01,Cambodia,Battambang,Battambang,Fish (snakehead),kg,KHR,16001.0,Synthetic Cambodia food price series
2024-12-01,Cambodia,Battambang,Battambang,Fish (snakehead),kg,KHR,16827.0,Synthetic Cambodia food price series
2025-01-01,Cambodia,Battambang,Battambang,Fish (snakehead),kg,KHR,17068.0,Synthetic Cambodia food price series
2025-02-01,Cambodia,Battambang,Battambang,Fish (snakehead),kg,KHR,17033.0,Synthetic Cambodia food price series
2025-03-01,Cambodia,Battambang,Battambang,Fish (snakehead),kg,KHR,17658.0,Synthetic Cambodia food price series
2025-04-01,Cambodia,Battambang,Battambang,Fish (snakehead),kg,KHR,17642.0,Synthetic Cambodia food price series
2025-05-01,Cambodia,Battambang,Battambang,Fish (snakehead),kg,KHR,17620.0,Synthetic Cambodia food price series
2025-06-01,Cambodia,Battambang,Battambang,Fish (snakehead),kg,KHR,17497.0,Synthetic Cambodia food price series
2025-07-01,Cambodia,Battambang,Battambang,Fish (snakehead),kg,KHR,17261.0,Synthetic Cambodia food price series
2025-08-01,Cambodia,Battambang,Battambang,Fish (snakehead),kg,KHR,16709.0,Synthetic Cambodia food price series
2025-09-01,Cambodia,Battambang,Battambang,Fish (snakehead),kg,KHR,16791.0,Synthetic Cambodia food price series
2025-10-01,Cambodia,Battambang,Battambang,Fish (snakehead),kg,KHR,16239.0,Synthetic Cambodia food price series
2025-11-01,Cambodia,Battambang,Battambang,Fish (snakehead),kg,KHR,16650.0,Synthetic Cambodia food price series
2025-12-01,Cambodia,Battambang,Battambang,Fish (snakehead),kg,KHR,17567.0,Synthetic Cambodia food price series
2021-01-01,Cambodia,Battambang,Battambang,Eggs,10 pieces,KHR,6262.0,Synthetic Cambodia food price series
2021-02-01,Cambodia,Battambang,Battambang,Eggs,10 pieces,KHR,6542.0,Synthetic Cambodia food price series
2021-03-01,Cambodia,Battambang,Battambang,Eggs,10 pieces,KHR,6537.0,Synthetic Cambodia food price series
2021-04-01,Cambodia,Battambang,Battambang,Eggs,10 pieces,KHR,6646.0,Synthetic Cambodia food price series
2021-05-01,Cambodia,Battambang,Battambang,Eggs,10 pieces,KHR,6568.0,Synthetic Cambodia food price series
2021-06-01,Cambodia,Battambang,Battambang,Eggs,10 pieces,KHR,6475.0,Synthetic Cambodia food price series
2021-07-01,Cambodia,Battambang,Battambang,Eggs,10 pieces,KHR,6295.0,Synthetic Cambodia food price series
2021-08-01,Cambodia,Battambang,Battambang,Eggs,10 pieces,KHR,6291.0,Synthetic Cambodia food price series
2021-09-01,Cambodia,Battambang,Battambang,Eggs,10 pieces,KHR,6082.0,Synthetic Cambodia food price series
2021-10-01,Cambodia,Battambang,Battambang,Eggs,10 pieces,KHR,6212.0,Synthetic Cambodia food price series
2021-11-01,Cambodia,Battambang,Battambang,Eggs,10 pieces,KHR,6313.0,Synthetic Cambodia food price series
2021-12-01,Cambodia,Battambang,Battambang,Eggs,10 pieces,KHR,6370.0,Synthetic Cambodia food price series
2022-01-01,Cambodia,Battambang,Battambang,Eggs,10 pieces,KHR,6474.0,Synthetic Cambodia food price series
2022-02-01,Cambodia,Battambang,Battambang,Eggs,10 pieces,KHR,6715.0,Synthetic Cambodia food price series
2022-03-01,Cambodia,Battambang,Battambang,Eggs,10 pieces,KHR,6771.0,Synthetic Cambodia food price series
2022-04-01,Cambodia,Battambang,Battambang,Eggs,10 pieces,KHR,6954.0,Synthetic Cambodia food price series
2022-05-01,Cambodia,Battambang,Battambang,Eggs,10 pieces,KHR,6668.0,Synthetic Cambodia food price series
2022-06-01,Cambodia,Battambang,Battambang,Eggs,10 pieces,KHR,6727.0,Synthetic Cambodia food price series
2022-07-01,Cambodia,Battambang,Battambang,Eggs,10 pieces,KHR,6439.0,Synthetic Cambodia food price series
2022-08-01,Cambodia,Battambang,Battambang,Eggs,10 pieces,KHR,6359.0,Synthetic Cambodia food price series
2022-09-01,Cambodia,Battambang,Battambang,Eggs,10 pieces,KHR,6550.0,Synthetic Cambodia food price series
2022-10-01,Cambodia,Battambang,Battambang,Eggs,10 pieces,KHR,6484.0,Synthetic Cambodia food price series
2022-11-01,Cambodia,Battambang,Battambang,Eggs,10 pieces,KHR,6388.0,Synthetic Cambodia food price series
2022-12-01,Cambodia,Battambang,Battambang,Eggs,10 pieces,KHR,6444.0,Synthetic Cambodia food price series
2023-01-01,Cambodia,Battambang,Battambang,Eggs,10 pieces,KHR,6475.0,Synthetic Cambodia food price series
2023-02-01,Cambodia,Battambang,Battambang,Eggs,10 pieces,KHR,6886.0,Synthetic Cambodia food price series
2023-03-01,Cambodia,Battambang,Battambang,Eggs,10 pieces,KHR,7309.0,Synthetic Cambodia food price series
2023-04-01,Cambodia,Battambang,Battambang,Eggs,10 pieces,KHR,7179.0,Synthetic Cambodia food price series
2023-05-01,Cambodia,Battambang,Battambang,Eggs,10 pieces,KHR,7064.0,Synthetic Cambodia food price series
2023-06-01,Cambodia,Battambang,Battambang,Eggs,10 pieces,KHR,7073.0,Synthetic Cambodia food price series
2023-07-01,Cambodia,Battambang,Battambang,Eggs,10 pieces,KHR,6743.0,Synthetic Cambodia food price series
2023-08-01,Cambodia,Battambang,Battambang,Eggs,10 pieces,KHR,6732.0,Synthetic Cambodia food price series
2023-09-01,Cambodia,Battambang,Battambang,Eggs,10 pieces,KHR,6678.0,Synthetic Cambodia food price series
2023-10-01,Cambodia,Battambang,Battambang,Eggs,10 pieces,KHR,6639.0,Synthetic Cambodia food price series
2023-11-01,Cambodia,Battambang,Battambang,Eggs,10 pieces,KHR,6788.0,Synthetic Cambodia food price series
2023-12-01,Cambodia,Battambang,Battambang,Eggs,10 pieces,KHR,6880.0,Synthetic Cambodia food price series
2024-01-01,Cambodia,Battambang,Battambang,Eggs,10 pieces,KHR,7091.0,Synthetic Cambodia food price series
2024-02-01,Cambodia,Battambang,Battambang,Eggs,10 pieces,KHR,7140.0,Synthetic Cambodia food price series
2024-03-01,Cambodia,Battambang,Battambang,Eggs,10 pieces,KHR,7433.0,Synthetic Cambodia food price series
2024-04-01,Cambodia,Battambang,Battambang,Eggs,10 pieces,KHR,7570.0,Synthetic Cambodia food price series
2024-05-01,Cambodia,Battambang,Battambang,Eggs,10 pieces,KHR,7296.0,Synthetic Cambodia food price series
2024-06-01,Cambodia,Battambang,Battambang,Eggs,10 pieces,KHR,7209.0,Synthetic Cambodia food price series
2024-07-01,Cambodia,Battambang,Battambang,Eggs,10 pieces,KHR,7288.0,Synthetic Cambodia food price series
2024-08-01,Cambodia,Battambang,Battambang,Eggs,10 pieces,KHR,6999.0,Synthetic Cambodia food price series
2024-09-01,Cambodia,Battambang,Battambang,Eggs,10 pieces,KHR,7057.0,Synthetic Cambodia food price series
2024-10-01,Cambodia,Battambang,Battambang,Eggs,10 pieces,KHR,6855.0,Synthetic Cambodia food price series
2024-11-01,Cambodia,Battambang,Battambang,Eggs,10 pieces,KHR,7104.0,Synthetic Cambodia food price series
2024-12-01,Cambodia,Battambang,Battambang,Eggs,10 pieces,KHR,7116.0,Synthetic Cambodia food price series
2025-01-01,Cambodia,Battambang,Battambang,Eggs,10 pieces,KHR,7313.0,Synthetic Cambodia food price series
2025-02-01,Cambodia,Battambang,Battambang,Eggs,10 pieces,KHR,7627.0,Synthetic Cambodia food price series
2025-03-01,Cambodia,Battambang,Battambang,Eggs,10 pieces,KHR,7582.0,Synthetic Cambodia food price series
2025-04-01,Cambodia,Battambang,Battambang,Eggs,10 pieces,KHR,7593.0,Synthetic Cambodia food price series
2025-05-01,Cambodia,Battambang,Battambang,Eggs,10 pieces,KHR,7619.0,Synthetic Cambodia food price series
2025-06-01,Cambodia,Battambang,Battambang,Eggs,10 pieces,KHR,7608.0,Synthetic Cambodia food price series
2025-07-01,Cambodia,Battambang,Battambang,Eggs,10 pieces,KHR,7267.0,Synthetic Cambodia food price series
2025-08-01,Cambodia,Battambang,Battambang,Eggs,10 pieces,KHR,7336.0,Synthetic Cambodia food price series
2025-09-01,Cambodia,Battambang,Battambang,Eggs,10 pieces,KHR,7120.0,Synthetic Cambodia food price series
2025-10-01,Cambodia,Battambang,Battambang,Eggs,10 pieces,KHR,7260.0,Synthetic Cambodia food price series
2025-11-01,Cambodia,Battambang,Battambang,Eggs,10 pieces,KHR,6981.0,Synthetic Cambodia food price series
2025-12-01,Cambodia,Battambang,Battambang,Eggs,10 pieces,KHR,7282.0,Synthetic Cambodia food price series
2021-01-01,Cambodia,Battambang,Battambang,Cassava,kg,KHR,1309.0,Synthetic Cambodia food price series
2021-02-01,Cambodia,Battambang,Battambang,Cassava,kg,KHR,1362.0,Synthetic Cambodia food price series
2021-03-01,Cambodia,Battambang,Battambang,Cassava,kg,KHR,1411.0,Synthetic Cambodia food price series
2021-04-01,Cambodia,Battambang,Battambang,Cassava,kg,KHR,1415.0,Synthetic Cambodia food price series
2021-05-01,Cambodia,Battambang,Battambang,Cassava,kg,KHR,1411.0,Synthetic Cambodia food price series
2021-06-01,Cambodia,Battambang,Battambang,Cassava,kg,KHR,1395.0,Synthetic Cambodia food price series
2021-07-01,Cambodia,Battambang,Battambang,Cassava,kg,KHR,1376.0,Synthetic Cambodia food price series
2021-08-01,Cambodia,Battambang,Battambang,Cassava,kg,KHR,1325.0,Synthetic Cambodia food price series
2021-09-01,Cambodia,Battambang,Battambang,Cassava,kg,KHR,1343.0,Synthetic Cambodia food price series
2021-10-01,Cambodia,Battambang,Battambang,Cassava,kg,KHR,1338.0,Synthetic Cambodia food price series
2021-11-01,Cambodia,Battambang,Battambang,Cassava,kg,KHR,1345.0,Synthetic Cambodia food price series
2021-12-01,Cambodia,Battambang,Battambang,Cassava,kg,KHR,1376.0,Synthetic Cambodia food price series
2022-01-01,Cambodia,Battambang,Battambang,Cassava,kg,KHR,1407.0,Synthetic Cambodia food price series
2022-02-01,Cambodia,Battambang,Battambang,Cassava,kg,KHR,1480.0,Synthetic Cambodia food price series
2022-03-01,Cambodia,Battambang,Battambang,Cassava,kg,KHR,1463.0,Synthetic Cambodia food price series
2022-04-01,Cambodia,Battambang,Battambang,Cassava,kg,KHR,1472.0,Synthetic Cambodia food price series
2022-05-01,Cambodia,Battambang,Battambang,Cassava,kg,KHR,1459.0,Synthetic Cambodia food price series
2022-06-01,Cambodia,Battambang,Battambang,Cassava,kg,KHR,1434.0,Synthetic Cambodia food price series
2022-07-01,Cambodia,Battambang,Battambang,Cassava,kg,KHR,1403.0,Synthetic Cambodia food price series
2022-08-01,Cambodia,Battambang,Battambang,Cassava,kg,KHR,1382.0,Synthetic Cambodia food price series
2022-09-01,Cambodia,Battambang,Battambang,Cassava,kg,KHR,1381.0,Synthetic Cambodia food price series
2022-10-01,Cambodia,Battambang,Battambang,Cassava,kg,KHR,1385.0,Synthetic Cambodia food price series
2022-11-01,Cambodia,Battambang,Battambang,Cassava,kg,KHR,1392.0,Synthetic Cambodia food price series
2022-12-01,Cambodia,Battambang,Battambang,Cassava,kg,KHR,1403.0,Synthetic Cambodia food price series
2023-01-01,Cambodia,Battambang,Battambang,Cassava,kg,KHR,1476.0,Synthetic Cambodia food price series
2023-02-01,Cambodia,Battambang,Battambang,Cassava,kg,KHR,1510.0,Synthetic Cambodia food price series
2023-03-01,Cambodia,Battambang,Battambang,Cassava,kg,KHR,1520.0,Synthetic Cambodia food price series
2023-04-01,Cambodia,Battambang,Battambang,Cassava,kg,KHR,1523.0,Synthetic Cambodia food price series
2023-05-01,Cambodia,Battambang,Battambang,Cassava,kg,KHR,1545.0,Synthetic Cambodia food price series
2023-06-01,Cambodia,Battambang,Battambang,Cassava,kg,KHR,1518.0,Synthetic Cambodia food price series
2023-07-01,Cambodia,Battambang,Battambang,Cassava,kg,KHR,1455.0,Synthetic Cambodia food price series
2023-08-01,Cambodia,Battambang,Battambang,Cassava,kg,KHR,1455.0,Synthetic Cambodia food price series
2023-09-01,Cambodia,Battambang,Battambang,Cassava,kg,KHR,1442.0,Synthetic Cambodia food price series
2023-10-01,Cambodia,Battambang,Battambang,Cassava,kg,KHR,1671.0,Synthetic Cambodia food price series
2023-11-01,Cambodia,Battambang,Battambang,Cassava,kg,KHR,1709.0,Synthetic Cambodia food price series
2023-12-01,Cambodia,Battambang,Battambang,Cassava,kg,KHR,1710.0,Synthetic Cambodia food price series
2024-01-01,Cambodia,Battambang,Battambang,Cassava,kg,KHR,1814.0,Synthetic Cambodia food price series
2024-02-01,Cambodia,Battambang,Battambang,Cassava,kg,KHR,1578.0,Synthetic Cambodia food price series
2024-03-01,Cambodia,Battambang,Battambang,Cassava,kg,KHR,1577.0,Synthetic Cambodia food price series
2024-04-01,Cambodia,Battambang,Battambang,Cassava,kg,KHR,1604.0,Synthetic Cambodia food price series
2024-05-01,Cambodia,Battambang,Battambang,Cassava,kg,KHR,1541.0,Synthetic Cambodia food price series
2024-06-01,Cambodia,Battambang,Battambang,Cassava,kg,KHR,1547.0,Synthetic Cambodia food price series
2024-07-01,Cambodia,Battambang,Battambang,Cassava,kg,KHR,1535.0,Synthetic Cambodia food price series
2024-08-01,Cambodia,Battambang,Battambang,Cassava,kg,KHR,1489.0,Synthetic Cambodia food price series
2024-09-01,Cambodia,Battambang,Battambang,Cassava,kg,KHR,1506.0,Synthetic Cambodia food price series
2024-10-01,Cambodia,Battambang,Battambang,Cassava,kg,KHR,1528.0,Synthetic Cambodia food price series
2024-11-01,Cambodia,Battambang,Battambang,Cassava,kg,KHR,1475.0,Synthetic Cambodia food price series
2024-12-01,Cambodia,Battambang,Battambang,Cassava,kg,KHR,1512.0,Synthetic Cambodia food price series
2025-01-01,Cambodia,Battambang,Battambang,Cassava,kg,KHR,1575.0,Synthetic Cambodia food price series
2025-02-01,Cambodia,Battambang,Battambang,Cassava,kg,KHR,1644.0,Synthetic Cambodia food price series
2025-03-01,Cambodia,Battambang,Battambang,Cassava,kg,KHR,1615.0,Synthetic Cambodia food price series
2025-04-01,Cambodia,Battambang,Battambang,Cassava,kg,KHR,1660.0,Synthetic Cambodia food price series
2025-05-01,Cambodia,Battambang,Battambang,Cassava,kg,KHR,1689.0,Synthetic Cambodia food price series
2025-06-01,Cambodia,Battambang,Battambang,Cassava,kg,KHR,1594.0,Synthetic Cambodia food price series
2025-07-01,Cambodia,Battambang,Battambang,Cassava,kg,KHR,1571.0,Synthetic Cambodia food price series
2025-08-01,Cambodia,Battambang,Battambang,Cassava,kg,KHR,1558.0,Synthetic Cambodia food price series
2025-09-01,Cambodia,Battambang,Battambang,Cassava,kg,KHR,1534.0,Synthetic Cambodia food price series
2025-10-01,Cambodia,Battambang,Battambang,Cassava,kg,KHR,1557.0,Synthetic Cambodia food price series
2025-11-01,Cambodia,Battambang,Battambang,Cassava,kg,KHR,1559.0,Synthetic Cambodia food price series
2025-12-01,Cambodia,Battambang,Battambang,Cassava,kg,KHR,1548.0,Synthetic Cambodia food price series
2021-01-01,Cambodia,Siem Reap,Siem Reap,"Rice (mixed, low quality)",kg,KHR,2724.0,Synthetic Cambodia food price series
2021-02-01,Cambodia,Siem Reap,Siem Reap,"Rice (mixed, low quality)",kg,KHR,2752.0,Synthetic Cambodia food price series
2021-03-01,Cambodia,Siem Reap,Siem Reap,"Rice (mixed, low quality)",kg,KHR,2879.0,Synthetic Cambodia food price series
2021-04-01,Cambodia,Siem Reap,Siem Reap,"Rice (mixed, low quality)",kg,KHR,2831.0,Synthetic Cambodia food price series
2021-05-01,Cambodia,Siem Reap,Siem Reap,"Rice (mixed, low quality)",kg,KHR,2824.0,Synthetic Cambodia food price series
2021-06-01,Cambodia,Siem Reap,Siem Reap,"Rice (mixed, low quality)",kg,KHR,2834.0,Synthetic Cambodia food price series
2021-07-01,Cambodia,Siem Reap,Siem Reap,"Rice (mixed, low quality)",kg,KHR,2791.0,Synthetic Cambodia food price series
2021-08-01,Cambodia,Siem Reap,Siem Reap,"Rice (mixed, low quality)",kg,KHR,2725.0,Synthetic Cambodia food price series
2021-09-01,Cambodia,Siem Reap,Siem Reap,"Rice (mixed, low quality)",kg,KHR,2606.0,Synthetic Cambodia food price series
2021-10-01,Cambodia,Siem Reap,Siem Reap,"Rice (mixed, low quality)",kg,KHR,2685.0,Synthetic Cambodia food price series
2021-11-01,Cambodia,Siem Reap,Siem Reap,"Rice (mixed, low quality)",kg,KHR,2649.0,Synthetic Cambodia food price series
2021-12-01,Cambodia,Siem Reap,Siem Reap,"Rice (mixed, low quality)",kg,KHR,2754.0,Synthetic Cambodia food price series
2022-01-01,Cambodia,Siem Reap,Siem Reap,"Rice (mixed, low quality)",kg,KHR,2762.0,Synthetic Cambodia food price series
2022-02-01,Cambodia,Siem Reap,Siem Reap,"Rice (mixed, low quality)",kg,KHR,2908.0,Synthetic Cambodia food price series
2022-03-01,Cambodia,Siem Reap,Siem Reap,"Rice (mixed, low quality)",kg,KHR,2916.0,Synthetic Cambodia food price series
2022-04-01,Cambodia,Siem Reap,Siem Reap,"Rice (mixed, low quality)",kg,KHR,2924.0,Synthetic Cambodia food price series
2022-05-01,Cambodia,Siem Reap,Siem Reap,"Rice (mixed, low quality)",kg,KHR,2995.0,Synthetic Cambodia food price series
2022-06-01,Cambodia,Siem Reap,Siem Reap,"Rice (mixed, low quality)",kg,KHR,2939.0,Synthetic Cambodia food price series
2022-07-01,Cambodia,Siem Reap,Siem Reap,"Rice (mixed, low quality)",kg,KHR,2850.0,Synthetic Cambodia food price series
2022-08-01,Cambodia,Siem Reap,Siem Reap,"Rice (mixed, low quality)",kg,KHR,2876.0,Synthetic Cambodia food price series
2022-09-01,Cambodia,Siem Reap,Siem Reap,"Rice (mixed, low quality)",kg,KHR,2763.0,Synthetic Cambodia food price series
2022-10-01,Cambodia,Siem Reap,Siem Reap,"Rice (mixed, low quality)",kg,KHR,2773.0,Synthetic Cambodia food price series
2022-11-01,Cambodia,Siem Reap,Siem Reap,"Rice (mixed, low quality)",kg,KHR,2809.0,Synthetic Cambodia food price series
2022-12-01,Cambodia,Siem Reap,Siem Reap,"Rice (mixed, low quality)",kg,KHR,2832.0,Synthetic Cambodia food price series
2023-01-01,Cambodia,Siem Reap,Siem Reap,"Rice (mixed, low quality)",kg,KHR,2950.0,Synthetic Cambodia food price series
2023-02-01,Cambodia,Siem Reap,Siem Reap,"Rice (mixed, low quality)",kg,KHR,2986.0,Synthetic Cambodia food price series
2023-03-01,Cambodia,Siem Reap,Siem Reap,"Rice (mixed, low quality)",kg,KHR,3049.0,Synthetic Cambodia food price series
2023-04-01,Cambodia,Siem Reap,Siem Reap,"Rice (mixed, low quality)",kg,KHR,3146.0,Synthetic Cambodia food price series
2023-05-01,Cambodia,Siem Reap,Siem Reap,"Rice (mixed, low quality)",kg,KHR,3044.0,Synthetic Cambodia food price series
2023-06-01,Cambodia,Siem Reap,Siem Reap,"Rice (mixed, low quality)",kg,KHR,2951.0,Synthetic Cambodia food price series
2023-07-01,Cambodia,Siem Reap,Siem Reap,"Rice (mixed, low quality)",kg,KHR,3051.0,Synthetic Cambodia food price series
2023-08-01,Cambodia,Siem Reap,Siem Reap,"Rice (mixed, low quality)",kg,KHR,3029.0,Synthetic Cambodia food price series
2023-09-01,Cambodia,Siem Reap,Siem Reap,"Rice (mixed, low quality)",kg,KHR,2874.0,Synthetic Cambodia food price series
2023-10-01,Cambodia,Siem Reap,Siem Reap,"Rice (mixed, low quality)",kg,KHR,3324.0,Synthetic Cambodia food price series
2023-11-01,Cambodia,Siem Reap,Siem Reap,"Rice (mixed, low quality)",kg,KHR,3419.0,Synthetic Cambodia food price series
2023-12-01,Cambodia,Siem Reap,Siem Reap,"Rice (mixed, low quality)",kg,KHR,3490.0,Synthetic Cambodia food price series
2024-01-01,Cambodia,Siem Reap,Siem Reap,"Rice (mixed, low quality)",kg,KHR,3585.0,Synthetic Cambodia food price series
2024-02-01,Cambodia,Siem Reap,Siem Reap,"Rice (mixed, low quality)",kg,KHR,3079.0,Synthetic Cambodia food price series
2024-03-01,Cambodia,Siem Reap,Siem Reap,"Rice (mixed, low quality)",kg,KHR,3206.0,Synthetic Cambodia food price series
2024-04-01,Cambodia,Siem Reap,Siem Reap,"Rice (mixed, low quality)",kg,KHR,3232.0,Synthetic Cambodia food price series
2024-05-01,Cambodia,Siem Reap,Siem Reap,"Rice (mixed, low quality)",kg,KHR,3144.0,Synthetic Cambodia food price series
2024-06-01,Cambodia,Siem Reap,Siem Reap,"Rice (mixed, low quality)",kg,KHR,3189.0,Synthetic Cambodia food price series
2024-07-01,Cambodia,Siem Reap,Siem Reap,"Rice (mixed, low quality)",kg,KHR,3182.0,Synthetic Cambodia food price series
2024-08-01,Cambodia,Siem Reap,Siem Reap,"Rice (mixed, low quality)",kg,KHR,3048.0,Synthetic Cambodia food price series
2024-09-01,Cambodia,Siem Reap,Siem Reap,"Rice (mixed, low quality)",kg,KHR,2986.0,Synthetic Cambodia food price series
2024-10-01,Cambodia,Siem Reap,Siem Reap,"Rice (mixed, low quality)",kg,KHR,2983.0,Synthetic Cambodia food price series
2024-11-01,Cambodia,Siem Reap,Siem Reap,"Rice (mixed, low quality)",kg,KHR,3041.0,Synthetic Cambodia food price series
2024-12-01,Cambodia,Siem Reap,Siem Reap,"Rice (mixed, low quality)",kg,KHR,3010.0,Synthetic Cambodia food price series
2025-01-01,Cambodia,Siem Reap,Siem Reap,"Rice (mixed, low quality)",kg,KHR,3165.0,Synthetic Cambodia food price series
2025-02-01,Cambodia,Siem Reap,Siem Reap,"Rice (mixed, low quality)",kg,KHR,3224.0,Synthetic Cambodia food price series
2025-03-01,Cambodia,Siem Reap,Siem Reap,"Rice (mixed, low quality)",kg,KHR,3373.0,Synthetic Cambodia food price series
2025-04-01,Cambodia,Siem Reap,Siem Reap,"Rice (mixed, low quality)",kg,KHR,3323.0,Synthetic Cambodia food price series
2025-05-01,Cambodia,Siem Reap,Siem Reap,"Rice (mixed, low quality)",kg,KHR,3386.0,Synthetic Cambodia food price series
2025-06-01,Cambodia,Siem Reap,Siem Reap,"Rice (mixed, low quality)",kg,KHR,3235.0,Synthetic Cambodia food price series
2025-07-01,Cambodia,Siem Reap,Siem Reap,"Rice (mixed, low quality)",kg,KHR,3238.0,Synthetic Cambodia food price series
2025-08-01,Cambodia,Siem Reap,Siem Reap,"Rice (mixed, low quality)",kg,KHR,3164.0,Synthetic Cambodia food price series
2025-09-01,Cambodia,Siem Reap,Siem Reap,"Rice (mixed, low quality)",kg,KHR,3074.0,Synthetic Cambodia food price series
2025-10-01,Cambodia,Siem Reap,Siem Reap,"Rice (mixed, low quality)",kg,KHR,3104.0,Synthetic Cambodia food price series
2025-11-01,Cambodia,Siem Reap,Siem Reap,"Rice (mixed, low quality)",kg,KHR,3173.0,Synthetic Cambodia food price series
2025-12-01,Cambodia,Siem Reap,Siem Reap,"Rice (mixed, low quality)",kg,KHR,3176.0,Synthetic Cambodia food price series
2021-01-01,Cambodia,Siem Reap,Siem Reap,Vegetable oil,liter,KHR,6291.0,Synthetic Cambodia food price series
2021-02-01,Cambodia,Siem Reap,Siem Reap,Vegetable oil,liter,KHR,6615.0,Synthetic Cambodia food price series
2021-03-01,Cambodia,Siem Reap,Siem Reap,Vegetable oil,liter,KHR,6662.0,Synthetic Cambodia food price series
2021-04-01,Cambodia,Siem Reap,Siem Reap,Vegetable oil,liter,KHR,6777.0,Synthetic Cambodia food price series
2021-05-01,Cambodia,Siem Reap,Siem Reap,Vegetable oil,liter,KHR,6785.0,Synthetic Cambodia food price series
2021-06-01,Cambodia,Siem Reap,Siem Reap,Vegetable oil,liter,KHR,6550.0,Synthetic Cambodia food price series
2021-07-01,Cambodia,Siem Reap,Siem Reap,Vegetable oil,liter,KHR,6433.0,Synthetic Cambodia food price series
2021-08-01,Cambodia,Siem Reap,Siem Reap,Vegetable oil,liter,KHR,6502.0,Synthetic Cambodia food price series
2021-09-01,Cambodia,Siem Reap,Siem Reap,Vegetable oil,liter,KHR,6322.0,Synthetic Cambodia food price series
2021-10-01,Cambodia,Siem Reap,Siem Reap,Vegetable oil,liter,KHR,6113.0,Synthetic Cambodia food price series
2021-11-01,Cambodia,Siem Reap,Siem Reap,Vegetable oil,liter,KHR,6487.0,Synthetic Cambodia food price series
2021-12-01,Cambodia,Siem Reap,Siem Reap,Vegetable oil,liter,KHR,6571.0,Synthetic Cambodia food price series
2022-01-01,Cambodia,Siem Reap,Siem Reap,Vegetable oil,liter,KHR,6652.0,Synthetic Cambodia food price series
2022-02-01,Cambodia,Siem Reap,Siem Reap,Vegetable oil,liter,KHR,6771.0,Synthetic Cambodia food price series
2022-03-01,Cambodia,Siem Reap,Siem Reap,Vegetable oil,liter,KHR,7105.0,Synthetic Cambodia food price series
2022-04-01,Cambodia,Siem Reap,Siem Reap,Vegetable oil,liter,KHR,7124.0,Synthetic Cambodia food price series
2022-05-01,Cambodia,Siem Reap,Siem Reap,Vegetable oil,liter,KHR,7296.0,Synthetic Cambodia food price series
2022-06-01,Cambodia,Siem Reap,Siem Reap,Vegetable oil,liter,KHR,8002.0,Synthetic Cambodia food price series
2022-07-01,Cambodia,Siem Reap,Siem Reap,Vegetable oil,liter,KHR,7850.0,Synthetic Cambodia food price series
2022-08-01,Cambodia,Siem Reap,Siem Reap,Vegetable oil,liter,KHR,7648.0,Synthetic Cambodia food price series
2022-09-01,Cambodia,Siem Reap,Siem Reap,Vegetable oil,liter,KHR,7635.0,Synthetic Cambodia food price series
